Day,Sales
Day 4825,382
Day 4826,3327
Day 4827,3417
Day 4828,1839
Day 4829,3996
Day 4830,8326
Day 4831,2552
Day 4832,7927
Day 4833,6985
Day 4834,8613
Day 4835,8189
Day 4836,5598
Day 4837,9274
Day 4838,5081
Day 4839,7910
Day 4840,5692
Day 4841,3266
Day 4842,6800
Day 4843,9054
Day 4844,8731
Day 4845,4598
Day 4846,2904
Day 4847,9744
Day 4848,2352
Day 4849,3249
Day 4850,2800
Day 4851,9939
Day 4852,8308
Day 4853,9995
Day 4854,5357
Day 4855,4226
Day 4856,7359
Day 4857,9079
Day 4858,4146
Day 4859,6623
Day 4860,5997
Day 4861,4432
Day 4862,5580
Day 4863,5567
Day 4864,4984
Day 4865,1621
Day 4866,6278
Day 4867,2527
Day 4868,9690
Day 4869,6700
Day 4870,8996
Day 4871,5316
Day 4872,7150
Day 4873,140
Day 4874,8019
Day 4875,2748
Day 4876,7202
Day 4877,482
Day 4878,4756
Day 4879,8317
Day 4880,6296
Day 4881,7510
Day 4882,4017
Day 4883,4689
Day 4884,4889
Day 4885,2525
Day 4886,9448
Day 4887,5875
Day 4888,4295
Day 4889,2352
Day 4890,3275
Day 4891,1706
Day 4892,2830
Day 4893,5630
Day 4894,6259
Day 4895,8899
Day 4896,2990
Day 4897,5862
Day 4898,1941
Day 4899,7934
Day 4900,1718
Day 4901,6063
Day 4902,3704
Day 4903,4467
Day 4904,9110
Day 4905,1507
Day 4906,7068
Day 4907,1989
Day 4908,2184
Day 4909,3109
Day 4910,5464
Day 4911,8199
Day 4912,7275
Day 4913,5196
Day 4914,5102
Day 4915,1763
Day 4916,3645
Day 4917,2346
Day 4918,2479
Day 4919,3561
Day 4920,1828
Day 4921,9698
Day 4922,8627
Day 4923,6100
Day 4924,8045
Day 4925,7192
Day 4926,9970
Day 4927,6544
Day 4928,5849
Day 4929,5320
Day 4930,3929
Day 4931,6740
Day 4932,163
Day 4933,6077
Day 4934,4048
Day 4935,7509
Day 4936,4224
Day 4937,5101
Day 4938,6375
Day 4939,6051
Day 4940,1336
Day 4941,5325
Day 4942,5129
Day 4943,4923
Day 4944,8944
Day 4945,9196
Day 4946,9587
Day 4947,5210
Day 4948,9291
Day 4949,2033
Day 4950,8097
Day 4951,1401
Day 4952,2601
Day 4953,5993
Day 4954,3905
Day 4955,6862
Day 4956,1216
Day 4957,9028
Day 4958,1190
Day 4959,1391
Day 4960,5588
Day 4961,9020
Day 4962,6505
Day 4963,9614
Day 4964,1670
Day 4965,3159
Day 4966,9290
Day 4967,118
Day 4968,9413
Day 4969,5855
Day 4970,923
Day 4971,401
Day 4972,2149
Day 4973,8992
Day 4974,5111
Day 4975,7320
Day 4976,4185
Day 4977,2909
Day 4978,2618
Day 4979,7635
Day 4980,8368
Day 4981,4174
Day 4982,4304
Day 4983,4478
Day 4984,5803
Day 4985,5903
Day 4986,1585
Day 4987,7659
Day 4988,2228
Day 4989,7134
Day 4990,4745
Day 4991,2237
Day 4992,7289
Day 4993,2891
Day 4994,2147
Day 4995,3388
Day 4996,4400
Day 4997,2743
Day 4998,303
Day 4999,7419
Day 5000,5859
Day 5001,3102
Day 5002,2277
Day 5003,8285
Day 5004,6106
Day 5005,7706
Day 5006,7090
Day 5007,473
Day 5008,2504
Day 5009,9094
Day 5010,2820
Day 5011,9128
Day 5012,6283
Day 5013,9959
Day 5014,9481
Day 5015,3826
Day 5016,2075
Day 5017,6663
Day 5018,1346
Day 5019,4278
Day 5020,5348
Day 5021,5857
Day 5022,108
Day 5023,2631
Day 5024,7154
Day 5025,946
Day 5026,9461
Day 5027,6446
Day 5028,5723
Day 5029,8311
Day 5030,9221
Day 5031,5787
Day 5032,4330
Day 5033,8547
Day 5034,5925
Day 5035,6020
Day 5036,7585
Day 5037,5666
Day 5038,847
Day 5039,9291
Day 5040,4841
Day 5041,9244
Day 5042,9588
Day 5043,6493
Day 5044,8112
Day 5045,1650
Day 5046,1645
Day 5047,6825
Day 5048,1800
Day 5049,6746
Day 5050,3788
Day 5051,2339
Day 5052,7096
Day 5053,5365
Day 5054,6924
Day 5055,7568
Day 5056,7459
Day 5057,2224
Day 5058,5289
Day 5059,5639
Day 5060,1195
Day 5061,9925
Day 5062,3268
Day 5063,5871
Day 5064,9855
Day 5065,2800
Day 5066,2480
Day 5067,5161
Day 5068,2084
Day 5069,9212
Day 5070,9868
Day 5071,4632
Day 5072,729
Day 5073,4989
Day 5074,1866
Day 5075,386
Day 5076,8303
Day 5077,513
Day 5078,8309
Day 5079,119
Day 5080,8243
Day 5081,5781
Day 5082,9775
Day 5083,9067
Day 5084,926
Day 5085,7565
Day 5086,8130
Day 5087,7738
Day 5088,5411
Day 5089,5966
Day 5090,4188
Day 5091,6823
Day 5092,7154
Day 5093,6970
Day 5094,8586
Day 5095,4291
Day 5096,1236
Day 5097,5167
Day 5098,4596
Day 5099,1149
Day 5100,6918
Day 5101,8373
Day 5102,122
Day 5103,4719
Day 5104,7627
Day 5105,4515
Day 5106,6910
Day 5107,9457
Day 5108,9098
Day 5109,4666
Day 5110,8510
Day 5111,1596
Day 5112,6182
Day 5113,9976
Day 5114,8343
Day 5115,679
Day 5116,5976
Day 5117,6577
Day 5118,5689
Day 5119,2295
Day 5120,8256
Day 5121,9982
Day 5122,8085
Day 5123,4460
Day 5124,3386
Day 5125,7439
Day 5126,9869
Day 5127,5788
Day 5128,7350
Day 5129,5944
Day 5130,4256
Day 5131,6615
Day 5132,9612
Day 5133,3669
Day 5134,6681
Day 5135,8499
Day 5136,2187
Day 5137,1438
Day 5138,3066
Day 5139,7012
Day 5140,2245
Day 5141,722
Day 5142,2121
Day 5143,3217
Day 5144,3529
Day 5145,2073
Day 5146,4270
Day 5147,9403
Day 5148,8934
Day 5149,8668
Day 5150,4499
Day 5151,6938
Day 5152,5765
Day 5153,1060
Day 5154,8660
Day 5155,5380
Day 5156,1974
Day 5157,2911
Day 5158,4250
Day 5159,2290
Day 5160,1758
Day 5161,4261
Day 5162,2036
Day 5163,5986
Day 5164,4885
Day 5165,7691
Day 5166,4210
Day 5167,1960
Day 5168,6370
Day 5169,2175
Day 5170,1302
Day 5171,9091
Day 5172,5224
Day 5173,1568
Day 5174,8457
Day 5175,4196
Day 5176,4746
Day 5177,6011
Day 5178,3967
Day 5179,190
Day 5180,3799
Day 5181,3668
Day 5182,926
Day 5183,2126
Day 5184,1513
Day 5185,5134
Day 5186,9215
Day 5187,5807
Day 5188,2390
Day 5189,2917
Day 5190,2995
Day 5191,8215
Day 5192,8524
Day 5193,9941
Day 5194,9679
Day 5195,2676
Day 5196,2335
Day 5197,1657
Day 5198,3984
Day 5199,2362
Day 5200,851
Day 5201,1134
Day 5202,4818
Day 5203,790
Day 5204,9288
Day 5205,1557
Day 5206,4195
Day 5207,8312
Day 5208,6831
Day 5209,3838
Day 5210,6657
Day 5211,4066
Day 5212,7065
Day 5213,4781
Day 5214,9816
Day 5215,629
Day 5216,4380
Day 5217,1527
Day 5218,9650
Day 5219,343
Day 5220,3132
Day 5221,9169
Day 5222,7561
Day 5223,9214
Day 5224,7208
Day 5225,3464
Day 5226,2359
Day 5227,600
Day 5228,1404
Day 5229,1666
Day 5230,3357
Day 5231,6856
Day 5232,1821
Day 5233,7362
Day 5234,2644
Day 5235,8417
Day 5236,5961
Day 5237,6964
Day 5238,9286
Day 5239,2098
Day 5240,5263
Day 5241,7156
Day 5242,8603
Day 5243,6097
Day 5244,398
Day 5245,7788
Day 5246,9698
Day 5247,9151
Day 5248,8992
Day 5249,4810
Day 5250,8687
Day 5251,2782
Day 5252,1074
Day 5253,6227
Day 5254,9482
Day 5255,5497
Day 5256,8871
Day 5257,4246
Day 5258,8820
Day 5259,4058
Day 5260,2563
Day 5261,782
Day 5262,2654
Day 5263,6475
Day 5264,6570
Day 5265,8125
Day 5266,6848
Day 5267,6964
Day 5268,457
Day 5269,2307
Day 5270,8831
Day 5271,3894
Day 5272,427
Day 5273,2275
Day 5274,2062
Day 5275,4652
Day 5276,6990
Day 5277,1711
Day 5278,8801
Day 5279,6314
Day 5280,6493
Day 5281,1146
Day 5282,4583
Day 5283,3506
Day 5284,5833
Day 5285,4347
Day 5286,5851
Day 5287,6325
Day 5288,5664
Day 5289,7768
Day 5290,9610
Day 5291,9436
Day 5292,6975
Day 5293,7385
Day 5294,5099
Day 5295,1220
Day 5296,3424
Day 5297,7075
Day 5298,5666
Day 5299,1299
Day 5300,3972
Day 5301,5707
Day 5302,2723
Day 5303,1418
Day 5304,7479
Day 5305,3388
Day 5306,6496
Day 5307,5196
Day 5308,1272
Day 5309,6621
Day 5310,9728
Day 5311,6251
Day 5312,8799
Day 5313,8498
Day 5314,4706
Day 5315,785
Day 5316,296
Day 5317,6651
Day 5318,6906
Day 5319,3716
Day 5320,4392
Day 5321,9294
Day 5322,4061
Day 5323,8352
Day 5324,8857
Day 5325,8142
Day 5326,1988
Day 5327,427
Day 5328,6135
Day 5329,8127
Day 5330,622
Day 5331,4002
Day 5332,611
Day 5333,2468
Day 5334,9096
Day 5335,517
Day 5336,855
Day 5337,2716
Day 5338,4427
Day 5339,4284
Day 5340,9412
Day 5341,9928
Day 5342,3599
Day 5343,267
Day 5344,9012
Day 5345,6634
Day 5346,4487
Day 5347,5961
Day 5348,913
Day 5349,1827
Day 5350,9249
Day 5351,2886
Day 5352,8539
Day 5353,6439
Day 5354,2888
Day 5355,7100
Day 5356,6220
Day 5357,5998
Day 5358,8939
Day 5359,9208
Day 5360,4116
Day 5361,9300
Day 5362,7775
Day 5363,8732
Day 5364,4957
Day 5365,5916
Day 5366,2826
Day 5367,8746
Day 5368,2839
Day 5369,6957
Day 5370,4150
Day 5371,1960
Day 5372,3435
Day 5373,1120
Day 5374,9916
Day 5375,878
Day 5376,786
Day 5377,3602
Day 5378,9256
Day 5379,873
Day 5380,7634
Day 5381,1287
Day 5382,1849
Day 5383,9434
Day 5384,5987
Day 5385,8654
Day 5386,1159
Day 5387,9704
Day 5388,9043
Day 5389,3024
Day 5390,5585
Day 5391,3578
Day 5392,9551
Day 5393,7850
Day 5394,4242
Day 5395,8881
Day 5396,9191
Day 5397,4956
Day 5398,1915
Day 5399,4169
Day 5400,2563
Day 5401,3854
Day 5402,7976
Day 5403,8064
Day 5404,5476
Day 5405,5699
Day 5406,9263
Day 5407,687
Day 5408,5005
Day 5409,9556
Day 5410,3489
Day 5411,9231
Day 5412,6064
Day 5413,8153
Day 5414,4113
Day 5415,9767
Day 5416,1320
Day 5417,735
Day 5418,3150
Day 5419,3021
Day 5420,4445
Day 5421,2931
Day 5422,1847
Day 5423,1633
Day 5424,1788
Day 5425,1983
Day 5426,5032
Day 5427,4168
Day 5428,2629
Day 5429,8562
Day 5430,5472
Day 5431,8054
Day 5432,822
Day 5433,3934
Day 5434,1202
Day 5435,8519
Day 5436,5884
Day 5437,9342
Day 5438,9695
Day 5439,8868
Day 5440,1361
Day 5441,7088
Day 5442,4221
Day 5443,8825
Day 5444,145
Day 5445,1231
Day 5446,8049
Day 5447,780
Day 5448,3193
Day 5449,4026
Day 5450,2923
Day 5451,6993
Day 5452,1711
Day 5453,4365
Day 5454,1952
Day 5455,7313
Day 5456,7819
Day 5457,5686
Day 5458,4329
Day 5459,8410
Day 5460,7037
Day 5461,8554
Day 5462,8295
Day 5463,5295
Day 5464,9740
Day 5465,5157
Day 5466,7328
Day 5467,5125
Day 5468,3748
Day 5469,6643
Day 5470,7033
Day 5471,9224
Day 5472,6529
Day 5473,7145
Day 5474,4817
Day 5475,1558
Day 5476,8525
Day 5477,7093
Day 5478,6308
Day 5479,3721
Day 5480,8420
Day 5481,2839
Day 5482,1509
Day 5483,1141
Day 5484,1485
Day 5485,9302
Day 5486,4235
Day 5487,1032
Day 5488,2301
Day 5489,2966
Day 5490,9162
Day 5491,1793
Day 5492,8174
Day 5493,3362
Day 5494,851
Day 5495,7199
Day 5496,2422
Day 5497,3981
Day 5498,4514
Day 5499,7266
Day 5500,4892
Day 5501,7849
Day 5502,3684
Day 5503,7720
Day 5504,4933
Day 5505,9097
Day 5506,7336
Day 5507,4315
Day 5508,9565
Day 5509,2382
Day 5510,9940
Day 5511,6018
Day 5512,5621
Day 5513,2801
Day 5514,3568
Day 5515,9167
Day 5516,8309
Day 5517,7572
Day 5518,1514
Day 5519,8255
Day 5520,5622
Day 5521,444
Day 5522,802
Day 5523,9555
Day 5524,6371
Day 5525,1854
Day 5526,3435
Day 5527,7535
Day 5528,2439
Day 5529,3682
Day 5530,7657
Day 5531,5374
Day 5532,1456
Day 5533,5690
Day 5534,7359
Day 5535,9265
Day 5536,9349
Day 5537,7966
Day 5538,8997
Day 5539,7643
Day 5540,1849
Day 5541,9484
Day 5542,5720
Day 5543,6105
Day 5544,740
Day 5545,9338
Day 5546,1786
Day 5547,7746
Day 5548,6279
Day 5549,7215
Day 5550,9606
Day 5551,7346
Day 5552,4800
Day 5553,2113
Day 5554,875
Day 5555,8768
Day 5556,5549
Day 5557,6742
Day 5558,4117
Day 5559,4738
Day 5560,5430
Day 5561,6876
Day 5562,6594
Day 5563,9566
Day 5564,9122
Day 5565,1250
Day 5566,7471
Day 5567,3663
Day 5568,4563
Day 5569,6438
Day 5570,2089
Day 5571,749
Day 5572,3744
Day 5573,6144
Day 5574,7675
Day 5575,8647
Day 5576,5922
Day 5577,9732
Day 5578,1184
Day 5579,7367
Day 5580,3544
Day 5581,7632
Day 5582,3860
Day 5583,2269
Day 5584,8345
Day 5585,3704
Day 5586,3592
Day 5587,1399
Day 5588,6861
Day 5589,1449
Day 5590,1372
Day 5591,3639
Day 5592,6451
Day 5593,520
Day 5594,3895
Day 5595,5700
Day 5596,4219
Day 5597,5997
Day 5598,8943
Day 5599,1947
Day 5600,1833
Day 5601,7531
Day 5602,7205
Day 5603,9649
Day 5604,4511
Day 5605,3329
Day 5606,3481
Day 5607,5876
Day 5608,2953
Day 5609,8005
Day 5610,7013
Day 5611,3190
Day 5612,2683
Day 5613,6639
Day 5614,2110
Day 5615,6389
Day 5616,8392
Day 5617,2367
Day 5618,3923
Day 5619,5498
Day 5620,5651
Day 5621,3739
Day 5622,1475
Day 5623,5964
Day 5624,1217
Day 5625,9934
Day 5626,9363
Day 5627,3507
Day 5628,8588
Day 5629,6320
Day 5630,9409
Day 5631,4509
Day 5632,2356
Day 5633,4210
Day 5634,8380
Day 5635,9283
Day 5636,8903
Day 5637,2854
Day 5638,1157
Day 5639,2415
Day 5640,4524
Day 5641,1733
Day 5642,1298
Day 5643,6750
Day 5644,4623
Day 5645,5827
Day 5646,625
Day 5647,3303
Day 5648,5747
Day 5649,612
Day 5650,9214
Day 5651,7993
Day 5652,6055
Day 5653,238
Day 5654,3241
Day 5655,7028
Day 5656,5316
Day 5657,8620
Day 5658,7697
Day 5659,9286
Day 5660,1901
Day 5661,1329
Day 5662,7152
Day 5663,1595
Day 5664,2443
Day 5665,722
Day 5666,2217
Day 5667,4642
Day 5668,7678
Day 5669,1811
Day 5670,5627
Day 5671,4722
Day 5672,1107
Day 5673,1766
Day 5674,2377
Day 5675,3727
Day 5676,4401
Day 5677,727
Day 5678,3081
Day 5679,5226
Day 5680,3887
Day 5681,5248
Day 5682,1441
Day 5683,1340
Day 5684,6217
Day 5685,2909
Day 5686,5549
Day 5687,1258
Day 5688,3856
Day 5689,9619
Day 5690,2133
Day 5691,8157
Day 5692,7485
Day 5693,9120
Day 5694,3254
Day 5695,7642
Day 5696,7225
Day 5697,1026
Day 5698,7192
Day 5699,9222
Day 5700,1945
Day 5701,8008
Day 5702,5374
Day 5703,8547
Day 5704,2823
Day 5705,3056
Day 5706,7845
Day 5707,7752
Day 5708,9289
Day 5709,1760
Day 5710,6964
Day 5711,2483
Day 5712,3921
Day 5713,685
Day 5714,7878
Day 5715,4928
Day 5716,7560
Day 5717,8400
Day 5718,8293
Day 5719,1610
Day 5720,8557
Day 5721,7100
Day 5722,6823
Day 5723,8283
Day 5724,9340
Day 5725,2750
Day 5726,6041
Day 5727,4143
Day 5728,2818
Day 5729,5289
Day 5730,2069
Day 5731,2566
Day 5732,6331
Day 5733,1879
Day 5734,3304
Day 5735,5723
Day 5736,1125
Day 5737,4052
Day 5738,5177
Day 5739,3662
Day 5740,6087
Day 5741,9504
Day 5742,5146
Day 5743,6194
Day 5744,2856
Day 5745,1447
Day 5746,793
Day 5747,6139
Day 5748,8330
Day 5749,8073
Day 5750,3044
Day 5751,9311
Day 5752,1865
Day 5753,3007
Day 5754,4827
Day 5755,6412
Day 5756,6711
Day 5757,2678
Day 5758,7054
Day 5759,5475
Day 5760,3730
Day 5761,7653
Day 5762,9448
Day 5763,8365
Day 5764,5029
Day 5765,1380
Day 5766,9504
Day 5767,8193
Day 5768,4416
Day 5769,2797
Day 5770,4306
Day 5771,8351
Day 5772,8363
Day 5773,6426
Day 5774,6584
Day 5775,2140
Day 5776,6453
Day 5777,4799
Day 5778,6152
Day 5779,1474
Day 5780,7943
Day 5781,708
Day 5782,2681
Day 5783,1157
Day 5784,9114
Day 5785,5720
Day 5786,4202
Day 5787,4091
Day 5788,3730
Day 5789,7223
Day 5790,1255
Day 5791,2181
Day 5792,2575
Day 5793,5577
Day 5794,5720
Day 5795,3261
Day 5796,8234
Day 5797,1728
Day 5798,5339
Day 5799,6302
Day 5800,8323
Day 5801,1616
Day 5802,1165
Day 5803,9374
Day 5804,3831
Day 5805,1847
Day 5806,785
Day 5807,970
Day 5808,9761
Day 5809,7268
Day 5810,5426
Day 5811,1635
Day 5812,6089
Day 5813,8469
Day 5814,5932
Day 5815,8256
Day 5816,5811
Day 5817,9765
Day 5818,2233
Day 5819,9506
Day 5820,5245
Day 5821,3245
Day 5822,1581
Day 5823,8332
Day 5824,7356
Day 5825,8554
Day 5826,6579
Day 5827,2030
Day 5828,1806
Day 5829,3695
Day 5830,5311
Day 5831,9832
Day 5832,7630
Day 5833,8755
Day 5834,5959
Day 5835,2777
Day 5836,3539
Day 5837,9472
Day 5838,9691
Day 5839,3986
Day 5840,3265
Day 5841,4655
Day 5842,9760
Day 5843,5647
Day 5844,7972
Day 5845,3499
Day 5846,410
Day 5847,8552
Day 5848,8476
Day 5849,9106
Day 5850,5254
Day 5851,2991
Day 5852,6629
Day 5853,9850
Day 5854,1847
Day 5855,8266
Day 5856,4759
Day 5857,3292
Day 5858,2164
Day 5859,5643
Day 5860,3568
Day 5861,2913
Day 5862,6486
Day 5863,5339
Day 5864,954
Day 5865,342
Day 5866,9424
Day 5867,3921
Day 5868,2966
Day 5869,606
Day 5870,6066
Day 5871,9468
Day 5872,461
Day 5873,9093
Day 5874,4434
Day 5875,4805
Day 5876,5507
Day 5877,6188
Day 5878,3086
Day 5879,9504
Day 5880,1146
Day 5881,562
Day 5882,165
Day 5883,9421
Day 5884,1365
Day 5885,6557
Day 5886,2640
Day 5887,3190
Day 5888,8005
Day 5889,5568
Day 5890,8144
Day 5891,1229
Day 5892,8753
Day 5893,9262
Day 5894,8199
Day 5895,6593
Day 5896,2780
Day 5897,5549
Day 5898,6043
Day 5899,7633
Day 5900,5525
Day 5901,1680
Day 5902,5102
Day 5903,5363
Day 5904,7360
Day 5905,7081
Day 5906,3003
Day 5907,5617
Day 5908,7855
Day 5909,5529
Day 5910,8788
Day 5911,7814
Day 5912,3361
Day 5913,3612
Day 5914,3652
Day 5915,9725
Day 5916,9511
Day 5917,9040
Day 5918,2773
Day 5919,2179
Day 5920,9341
Day 5921,8091
Day 5922,4280
Day 5923,3974
Day 5924,1349
Day 5925,8811
Day 5926,1270
Day 5927,9558
Day 5928,7044
Day 5929,1807
Day 5930,4818
Day 5931,2864
Day 5932,5141
Day 5933,5569
Day 5934,7546
Day 5935,5631
Day 5936,3610
Day 5937,3732
Day 5938,5598
Day 5939,1389
Day 5940,7382
Day 5941,2935
Day 5942,1915
Day 5943,619
Day 5944,9727
Day 5945,1770
Day 5946,2986
Day 5947,3282
Day 5948,6265
Day 5949,1219
Day 5950,3858
Day 5951,787
Day 5952,7369
Day 5953,423
Day 5954,1297
Day 5955,3199
Day 5956,5111
Day 5957,7942
Day 5958,7656
Day 5959,9636
Day 5960,8735
Day 5961,1531
Day 5962,1912
Day 5963,3817
Day 5964,1466
Day 5965,2169
Day 5966,7394
Day 5967,8391
Day 5968,4321
Day 5969,5960
Day 5970,4338
Day 5971,1945
Day 5972,4938
Day 5973,164
Day 5974,3602
Day 5975,3759
Day 5976,4260
Day 5977,3457
Day 5978,8352
Day 5979,1944
Day 5980,7510
Day 5981,7768
Day 5982,765
Day 5983,3666
Day 5984,496
Day 5985,2649
Day 5986,5537
Day 5987,3894
Day 5988,3495
Day 5989,4347
Day 5990,2629
Day 5991,8046
Day 5992,3917
Day 5993,4467
Day 5994,2400
Day 5995,4200
Day 5996,3972
Day 5997,5809
Day 5998,8974
Day 5999,3114
Day 6000,7665
Day 6001,191
Day 6002,5502
Day 6003,6788
Day 6004,5947
Day 6005,3728
Day 6006,7803
Day 6007,7299
Day 6008,4968
Day 6009,508
Day 6010,9679
Day 6011,3004
Day 6012,1560
Day 6013,8272
Day 6014,9709
Day 6015,9631
Day 6016,570
Day 6017,449
Day 6018,905
Day 6019,6033
Day 6020,9285
Day 6021,5285
Day 6022,9285
Day 6023,8422
Day 6024,8369
Day 6025,2640
Day 6026,3709
Day 6027,1035
Day 6028,9387
Day 6029,3460
Day 6030,8568
Day 6031,2338
Day 6032,3028
Day 6033,1417
Day 6034,1183
Day 6035,7330
Day 6036,1101
Day 6037,2866
Day 6038,3244
Day 6039,910
Day 6040,6541
Day 6041,6714
Day 6042,365
Day 6043,1717
Day 6044,1637
Day 6045,2031
Day 6046,7813
Day 6047,7721
Day 6048,4533
Day 6049,4224
Day 6050,6756
Day 6051,5780
Day 6052,6242
Day 6053,250
Day 6054,6459
Day 6055,5515
Day 6056,3401
Day 6057,2134
Day 6058,5628
Day 6059,7912
Day 6060,1902
Day 6061,2000
Day 6062,5778
Day 6063,3301
Day 6064,7783
Day 6065,3112
Day 6066,4790
Day 6067,4670
Day 6068,4814
Day 6069,8844
Day 6070,8913
Day 6071,9271
Day 6072,689
Day 6073,7159
Day 6074,9716
Day 6075,2895
Day 6076,8977
Day 6077,4507
Day 6078,126
Day 6079,2904
Day 6080,7888
Day 6081,6767
Day 6082,5129
Day 6083,7768
Day 6084,5512
Day 6085,5456
Day 6086,6865
Day 6087,9777
Day 6088,9666
Day 6089,7647
Day 6090,5566
Day 6091,4251
Day 6092,1452
Day 6093,4964
Day 6094,5486
Day 6095,8975
Day 6096,4115
Day 6097,6277
Day 6098,5020
Day 6099,9333
Day 6100,9274
Day 6101,5596
Day 6102,3818
Day 6103,8640
Day 6104,8528
Day 6105,9102
Day 6106,2756
Day 6107,8823
Day 6108,2368
Day 6109,2592
Day 6110,1445
Day 6111,3870
Day 6112,9878
Day 6113,5881
Day 6114,7150
Day 6115,6486
Day 6116,1157
Day 6117,8942
Day 6118,572
Day 6119,3180
Day 6120,8719
Day 6121,331
Day 6122,6453
Day 6123,6283
Day 6124,4302
Day 6125,236
Day 6126,5276
Day 6127,905
Day 6128,2880
Day 6129,8562
Day 6130,9726
Day 6131,5621
Day 6132,2316
Day 6133,569
Day 6134,5263
Day 6135,2762
Day 6136,5157
Day 6137,6633
Day 6138,1136
Day 6139,1305
Day 6140,1718
Day 6141,1770
Day 6142,7706
Day 6143,740
Day 6144,6640
Day 6145,2539
Day 6146,5167
Day 6147,3805
Day 6148,8535
Day 6149,8917
Day 6150,6307
Day 6151,3004
Day 6152,8422
Day 6153,4548
Day 6154,5364
Day 6155,5379
Day 6156,5458
Day 6157,6772
Day 6158,6519
Day 6159,178
Day 6160,9788
Day 6161,442
Day 6162,5170
Day 6163,725
Day 6164,7474
Day 6165,8705
Day 6166,5601
Day 6167,1994
Day 6168,4119
Day 6169,2176
Day 6170,2042
Day 6171,1858
Day 6172,9669
Day 6173,2544
Day 6174,4538
Day 6175,4838
Day 6176,1790
Day 6177,1103
Day 6178,5779
Day 6179,9594
Day 6180,4823
Day 6181,981
Day 6182,9378
Day 6183,3623
Day 6184,1014
Day 6185,213
Day 6186,3417
Day 6187,2471
Day 6188,2027
Day 6189,856
Day 6190,1704
Day 6191,3157
Day 6192,9032
Day 6193,6840
Day 6194,819
Day 6195,9558
Day 6196,2193
Day 6197,132
Day 6198,4555
Day 6199,381
Day 6200,5433
Day 6201,5476
Day 6202,2006
Day 6203,6010
Day 6204,9408
Day 6205,2589
Day 6206,9903
Day 6207,7006
Day 6208,7566
Day 6209,2325
Day 6210,3252
Day 6211,929
Day 6212,7358
Day 6213,8105
Day 6214,4323
Day 6215,8454
Day 6216,4817
Day 6217,4563
Day 6218,7761
Day 6219,1911
Day 6220,7356
Day 6221,2097
Day 6222,5481
Day 6223,8317
Day 6224,6672
Day 6225,6507
Day 6226,230
Day 6227,4125
Day 6228,8801
Day 6229,9974
Day 6230,1246
Day 6231,3969
Day 6232,7675
Day 6233,3615
Day 6234,2263
Day 6235,7998
Day 6236,338
Day 6237,1830
Day 6238,3761
Day 6239,7623
Day 6240,1820
Day 6241,321
Day 6242,2121
Day 6243,823
Day 6244,9989
Day 6245,5728
Day 6246,4982
Day 6247,1615
Day 6248,5746
Day 6249,1870
Day 6250,2224
Day 6251,5297
Day 6252,6203
Day 6253,5527
Day 6254,6209
Day 6255,2138
Day 6256,5734
Day 6257,1661
Day 6258,7872
Day 6259,3754
Day 6260,9446
Day 6261,5640
Day 6262,4095
Day 6263,3468
Day 6264,127
Day 6265,3336
Day 6266,9080
Day 6267,1250
Day 6268,8442
Day 6269,5072
Day 6270,5983
Day 6271,9876
Day 6272,6526
Day 6273,8114
Day 6274,5491
Day 6275,8779
Day 6276,4465
Day 6277,3429
Day 6278,1671
Day 6279,7958
Day 6280,8016
Day 6281,8056
Day 6282,4126
Day 6283,3074
Day 6284,8094
Day 6285,726
Day 6286,8233
Day 6287,2976
Day 6288,5453
Day 6289,6077
Day 6290,6021
Day 6291,7929
Day 6292,235
Day 6293,9926
Day 6294,9631
Day 6295,4667
Day 6296,2154
Day 6297,4621
Day 6298,8660
Day 6299,4882
Day 6300,7786
Day 6301,2691
Day 6302,4252
Day 6303,1957
Day 6304,3264
Day 6305,7685
Day 6306,657
Day 6307,2281
Day 6308,4028
Day 6309,9649
Day 6310,4343
Day 6311,2289
Day 6312,7893
Day 6313,9734
Day 6314,9176
Day 6315,8600
Day 6316,4427
Day 6317,2455
Day 6318,3041
Day 6319,2044
Day 6320,6540
Day 6321,3632
Day 6322,223
Day 6323,2092
Day 6324,9672
Day 6325,2142
Day 6326,5040
Day 6327,1363
Day 6328,4384
Day 6329,4685
Day 6330,468
Day 6331,9037
Day 6332,505
Day 6333,6465
Day 6334,1463
Day 6335,584
Day 6336,1670
Day 6337,857
Day 6338,5057
Day 6339,2225
Day 6340,8434
Day 6341,1594
Day 6342,1866
Day 6343,8114
Day 6344,1365
Day 6345,2809
Day 6346,6809
Day 6347,3651
Day 6348,2430
Day 6349,4205
Day 6350,4575
Day 6351,2068
Day 6352,2512
Day 6353,844
Day 6354,3793
Day 6355,6305
Day 6356,3499
Day 6357,5467
Day 6358,747
Day 6359,602
Day 6360,5560
Day 6361,104
Day 6362,8896
Day 6363,6658
Day 6364,1417
Day 6365,7459
Day 6366,9169
Day 6367,6175
Day 6368,659
Day 6369,7235
Day 6370,386
Day 6371,751
Day 6372,1119
Day 6373,1439
Day 6374,4097
Day 6375,9571
Day 6376,4943
Day 6377,1919
Day 6378,4968
Day 6379,1158
Day 6380,9002
Day 6381,9358
Day 6382,4252
Day 6383,4138
Day 6384,7759
Day 6385,3330
Day 6386,2778
Day 6387,7976
Day 6388,6001
Day 6389,7240
Day 6390,6333
Day 6391,8548
Day 6392,2054
